full_address,house_number,house_number_suffix,street_predirection,street_name,street_type,address_postdirection,city,state,zipcode,latitude,longitude,precinct_portion_id
307 SUMMIT ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
309 N HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
323 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
205 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
124 S VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
140 CLEVELAND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
430 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
105 N PLEASANTVIEW DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
303 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
116 W NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1 YEAGER CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
895 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
330 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
667 CRIPPLE CREEK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
106 W NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
416 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
340 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
118 OAK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
646 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
105 HOLLY HILL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
203 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
404 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
550 W CROSS ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
119 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1420 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
716 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
316 KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
890 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
209 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
420 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
6 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
729 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
664 TOLEDO ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
50 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
534 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
867 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
202 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
410 N SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
939 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1004 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
430 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
616 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
26 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
106 MCKINLEY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
515 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
107 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
521 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
124 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
431 E MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
720 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
509 E HOLMES ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1104 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1030 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
650 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
266 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
235 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
707 ERIE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
308 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
122 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
872 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
223 W BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
844 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
717 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
445 VINE ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
111 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
216 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
230 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
122 RANDOLPH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1002 MICHIGAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
29 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
911 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
305 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
304 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1475 THERSHAN DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
900 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
525 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
309 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
440 ENGLISH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
402 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
104 S MARKET ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
735 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
935 MELODY LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
240 BLAINE ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
101 E YOUNG ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
320 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
419 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
907 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
755 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1165 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
405 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
424 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
614 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1070 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
301 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
240 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1051 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
341 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
207 DEPOT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
515 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1144 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
140 ALLEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
121 KLINE AVE,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
440 BAVARIAN LN,,,,,,,HAMLER,OH,43524,,,35-P-AAW
320 HALEY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
35 DUQUESNE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
756 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
540 FRANK ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
130 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
920 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
440 SYCAMORE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1435 TAYLOR DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
861 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1108 HURST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
121 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1023 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
543 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
183 OLD CREEK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
421 SMITH ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
238 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
622 WEBSTER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
425 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
100 WESTWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1061 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
704 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1056 N SCOTT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
235 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1134 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
13 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
145 WESTWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
555 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
873 WALNUT ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
1 MARTHA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1075 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
465 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
575 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
208 S KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
923 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
440 NORTH ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
304 W HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
608 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
329 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
222 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
844 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
1124 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
45 DUQUESNE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
316 KAUFMAN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
320 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
108 FRAZIER AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
144 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
255 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
10 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
831 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
835 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
923 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1032 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1155 CHELSEA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
525 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
55 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
132 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
3677 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
889 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
240 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
728 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
230 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
612 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
889 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
311 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1520 THERSHAN DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
718 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
228 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
927 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1165 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
12 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1545 THERSHAN DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
408 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
103 HICKORY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
104 S BRAYER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
560 W CROSS ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
230 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
134 S LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
440 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
321 WILLIAM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
111 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
265 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
323 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
955 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
250 E SUMMIT ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
930 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1811 LAMAR LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
419 FILMORE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
337 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
434 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
110 CARL ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
610 JEFFERSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
104 MARY ANN ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
420 OAK ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
408 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
79 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
844 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
120 N HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
1145 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
405 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
315 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
610 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
216 CAREY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
111 E NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
884 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
429 SYCAMORE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
216 N SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1066 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
441 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
504 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1080 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
535 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1037 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
8245 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
837 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
19 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
780 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
210 N UPTON ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
619 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
136 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
669 WALNUT ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
315 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
716 NORTON AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
5 BAUMAN PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
216 S DAMASCUS ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
108 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
135 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
413 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
81 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
853 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
1158 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
321 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
107 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
880 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
434 CLEVELAND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
601 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
527 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
423 MELROSE PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
930 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
744 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
160 GLENBROOK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
110 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1065 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
201 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
105 E BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
140 OAK ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
69 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
635 E HOLMES ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
203 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
638 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
412 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
162 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
436 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
309 N WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
642 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
410 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
106 E YOUNG ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
435 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
514 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
16539 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
93 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
431 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
506 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
270 W CROSS ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
603 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
329 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1079 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
105 W CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
735 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
463 1/2 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
323 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
622 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
82 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
303 S GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
325 E NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
118 RIDGE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
635 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
623 1/2 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
323 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
858 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
830 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
135 NORTHCREST CIR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
16824 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
416 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
115 ELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
101 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
901 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1050 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
2483 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1530 WILLIAMSBURG DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
311 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
67 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
605 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
621 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
204 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
926 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
410 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
242 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
914 1/2 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
329 OAK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
165 E NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
6 MARTHA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
516 FIFTH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
721 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
165 WESTWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
618 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1841 LAMAR LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
301 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
975 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
124 BUCKEYE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
815 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
916 LUMBARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
118 1/2 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1060 GLENWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
309 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
907 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
851 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1049 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
320 HUBBARD ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
1477 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
419 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
260 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
861 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
625 LEONARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1103 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1026 FAIRVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
864 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
40 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
935 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
711 FIRST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1117 SYCAMORE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1075 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
2526 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
674 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
120 PONTIOUS PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
114 E YOUNG ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
